company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,arrival_delay_minutes,ground_time_ratio,ground_time_buffer,ground_time_pressure,ground_time_risk,aircraft_size_complexity,carrier_complexity,total_pax,lap_child_count,is_child,basic_economy_ind,is_stroller_user,load_factor,children_complexity,stroller_complexity,basic_economy_complexity,special_service_count,special_service_complexity,Hot Transfer,Origin,Transfer,total_bags,transfer_ratio,baggage_complexity,transfer_bag_complexity,historical_difficulty,difficulty_score,daily_rank,daily_flight_count,daily_percentile,difficulty_classification
UA,2278,2025-08-07,ORD,SEA,2025-08-07 16:15:00+00:00,2025-08-07 18:58:00+00:00,2025-08-07 21:48:00+00:00,2025-08-08 00:20:00+00:00,200,A321-2NX,Mainline,-240,79,70,333.0,322.0,-3.4285714285714284,-310,100.0,320,2.0,1.5,222,0,0.0,17,3,1.11,0.0,0.013513513513513514,0.07657657657657657,164,164,8,56,79,143,0.6083916083916084,143,174,1.5,52.34304267439557,1.0,554,0.18050541516245489,Difficult
UA,2278,2025-08-12,ORD,SEA,2025-08-12 16:15:00+00:00,2025-08-12 18:58:00+00:00,2025-08-12 21:17:00+00:00,2025-08-12 23:47:00+00:00,200,A321-2NX,Mainline,-250,54,62,302.0,289.0,-4.032258064516129,-312,100.0,322,2.0,1.5,196,0,0.0,28,1,0.98,0.0,0.00510204081632653,0.14285714285714285,164,164,0,31,77,108,0.7129629629629629,108,154,1.5,51.540258387293505,1.0,473,0.21141649048625794,Difficult
UA,1363,2025-08-12,ORD,LAX,2025-08-12 12:54:00+00:00,2025-08-12 15:23:00+00:00,2025-08-12 16:12:00+00:00,2025-08-12 19:26:00+00:00,200,A321-2NX,Mainline,-121,100,62,198.0,243.0,-1.9516129032258065,-183,100.0,193,2.0,1.5,234,3,0.0,27,3,1.17,0.01282051282051282,0.01282051282051282,0.11538461538461539,113,113,19,79,53,151,0.4768211920529801,151,144,1.5,49.5094390234358,2.0,473,0.42283298097251587,Difficult
UA,2465,2025-08-05,ORD,ORF,2025-08-05 11:55:00+00:00,2025-08-05 15:14:00+00:00,2025-08-05 13:04:00+00:00,2025-08-05 16:15:00+00:00,179,B737-900,Mainline,-47,47,56,69.0,61.0,-0.8392857142857143,-103,100.0,113,1.79,1.5,210,4,0.0,27,5,1.1731843575418994,0.01904761904761905,0.023809523809523808,0.12857142857142856,115,115,9,48,60,117,0.5897435897435898,117,138,1.5,48.59209852047054,1.0,527,0.18975332068311196,Difficult
UA,2665,2025-08-11,ORD,IAH,2025-08-11 21:07:00+00:00,2025-08-11 23:57:00+00:00,2025-08-12 00:43:00+00:00,2025-08-12 03:07:00+00:00,179,B737-900,Mainline,-62,176,56,216.0,190.0,-1.1071428571428572,-118,100.0,128,1.79,1.5,210,4,0.0,25,4,1.1731843575418994,0.01904761904761905,0.01904761904761905,0.11904761904761904,96,96,13,76,62,151,0.4966887417218543,151,150,1.5,47.92975867049009,1.0,570,0.17543859649122806,Difficult
UA,2008,2025-08-05,ORD,MCO,2025-08-05 11:02:00+00:00,2025-08-05 14:57:00+00:00,2025-08-05 13:15:00+00:00,2025-08-05 16:57:00+00:00,234,B757-300,Mainline,-95,58,66,133.0,120.0,-1.4393939393939394,-161,100.0,171,2.34,1.5,337,1,0.0,12,7,1.4401709401709402,0.002967359050445104,0.020771513353115726,0.03560830860534125,74,74,0,74,38,112,0.3392857142857143,112,76,1.5,47.887096652636785,2.0,527,0.3795066413662239,Difficult
UA,2008,2025-08-08,ORD,MCO,2025-08-08 11:02:00+00:00,2025-08-08 14:57:00+00:00,2025-08-08 13:52:00+00:00,2025-08-08 18:11:00+00:00,234,B757-300,Mainline,-95,80,66,170.0,194.0,-1.4393939393939394,-161,100.0,171,2.34,1.5,286,3,0.0,24,3,1.2222222222222223,0.01048951048951049,0.01048951048951049,0.08391608391608392,74,74,0,112,51,163,0.3128834355828221,163,102,1.5,47.86295461049743,1.0,556,0.1798561151079137,Difficult
UA,1577,2025-08-10,ORD,SFO,2025-08-10 14:40:00+00:00,2025-08-10 17:26:00+00:00,2025-08-10 18:18:00+00:00,2025-08-10 20:50:00+00:00,234,B757-300,Mainline,-121,82,66,218.0,204.0,-1.8333333333333333,-187,100.0,197,2.34,1.5,286,3,0.0,4,2,1.2222222222222223,0.01048951048951049,0.006993006993006993,0.013986013986013986,88,88,0,144,40,184,0.21739130434782608,184,80,1.5,47.85416542503388,1.0,557,0.17953321364452424,Difficult
UA,2417,2025-08-02,ORD,SAN,2025-08-02 16:13:00+00:00,2025-08-02 18:35:00+00:00,2025-08-02 17:36:00+00:00,2025-08-02 19:34:00+00:00,166,B737-800,Mainline,-43,54,51,83.0,59.0,-0.8431372549019608,-94,100.0,104,1.66,1.5,242,1,0.0,14,4,1.4578313253012047,0.004132231404958678,0.01652892561983471,0.05785123966942149,110,110,0,77,74,151,0.4900662251655629,151,148,1.5,47.51374062799373,1.0,520,0.19230769230769232,Difficult
UA,2333,2025-08-09,ORD,BWI,2025-08-09 10:46:00+00:00,2025-08-09 13:48:00+00:00,2025-08-09 13:28:00+00:00,2025-08-09 16:24:00+00:00,179,B737-900,Mainline,-119,51,56,162.0,156.0,-2.125,-175,100.0,185,1.79,1.5,208,2,0.0,15,4,1.1620111731843576,0.009615384615384616,0.019230769230769232,0.07211538461538461,78,78,17,56,102,175,0.68,175,238,1.5,47.500340734288436,1.0,521,0.19193857965451055,Difficult
